time(ms),power(W)
1748104440000,4076860
1748104560000,4201107
1748104680000,4252049
1748104800000,4197036
1748104920000,3243501
1748105040000,4237189
1748105160000,4232749
1748105280000,4221600
1748105400000,4222351
1748105520000,4186284
1748105640000,4206084
1748105760000,4192646
1748105880000,4268048
1748106000000,4169518
1748106120000,4024384
1748106240000,4181974
1748106360000,4201315
1748106480000,4201445
1748106600000,4195487
1748106720000,3231177
1748106840000,4269954
1748106960000,4184303
1748107080000,4241013
1748107200000,4231537
1748107320000,4185621
1748107440000,4245074
1748107560000,4289660
1748107680000,4108999
1748107800000,2875045
1748107920000,4161306
1748108040000,3241812
1748108160000,4208487
1748108280000,4218902
1748108400000,4248922
1748108520000,4230269
1748108640000,4124006
1748108760000,4002091
1748108880000,3984787
1748109000000,4137259
1748109120000,4154774
1748109240000,4178306
1748109360000,4154171
1748109480000,4271148
1748109600000,4253079
1748109720000,4249778
1748109840000,4248575
1748109960000,4295989
1748110080000,4218639
1748110200000,4190395
1748110320000,4305259
1748110440000,4170903
1748110560000,4242287
1748110680000,4127602
1748110800000,4182525
1748110920000,4063459
1748111040000,4138166
1748111160000,4052470
1748111280000,4031214
1748111400000,4046020
1748111640000,3956977
1748111760000,4002156
1748111880000,4206060
1748112000000,4258609
1748112120000,4254636
1748112240000,4228419
1748112360000,4279764
1748112480000,4215311
1748112600000,4292777
1748112720000,4182751
1748112840000,4227438
1748112960000,4240582
1748113080000,4239669
1748113200000,4279102
1748113320000,4291280
1748113440000,4181668
1748113560000,4314264
1748113680000,4324875
1748113800000,4320232
1748113920000,4297931
1748114040000,3195041
1748114160000,4156840
1748114400000,4046355
1748114520000,4125389
1748114640000,4223251
1748114760000,3276771
1748114880000,4190440
1748115000000,4259781
1748115120000,4273294
1748115240000,4255069
1748115360000,4206738
1748115480000,4187568
1748115600000,4198530
1748115720000,4232626
1748115840000,4294018
1748115960000,4270314
1748116080000,4271296
1748116200000,4230663
1748116440000,4208872
1748116560000,4206187
1748116680000,4239177
1748116800000,4190334
1748116920000,4020699
1748117040000,4135455
1748117160000,4019432
1748117280000,2713840
1748117400000,4234022
1748117520000,4168011
1748117640000,4178951
1748117760000,4153539
1748117880000,4172878
1748118000000,4116030
1748118120000,4143912
1748118240000,4173369
1748118360000,3225563
1748118480000,4194051
1748118600000,4225120
1748118720000,4142554
1748118840000,4196435
1748118960000,4244630
1748119080000,4141069
1748119200000,4181221
1748119320000,4191018
1748119440000,4195800
1748119560000,4151970
1748119680000,4192549
1748119800000,4070178
1748119920000,4011198
1748120040000,4255432
1748120160000,4216516
1748120280000,4124954
1748120400000,4148854
1748120520000,4183407
1748120640000,4125131
1748120760000,4247934
1748120880000,4227066
1748121000000,4135008
1748121120000,2799487
1748121240000,4210174
1748121360000,4168020
1748121480000,4194566
1748121600000,4184198
1748121720000,4246552
1748121840000,4217294
1748121960000,4373261
1748122200000,4264717
1748122320000,4182100
1748122440000,4166924
1748122560000,4180570
1748122680000,4053076
1748122800000,4192276
1748122920000,4376517
1748123040000,4273098
1748123160000,4303772
1748123280000,4183326
1748123400000,4195837
1748123520000,4208492
1748123640000,4198165
1748123760000,4180582
1748123880000,4191923
1748124000000,4193334
1748124120000,4203781
1748124240000,4096866
1748124360000,4254105
1748124480000,4212816
1748124600000,4235200
1748124720000,4224795
1748124840000,4141730
1748124960000,4092404
1748125080000,4045934
1748125200000,4003149
1748125320000,4003527
1748125440000,4028652
1748125560000,4116008
1748125680000,4186980
1748125800000,4205870
1748125920000,4218525
1748126040000,4140962
1748126160000,4246480
1748126280000,4222163
1748126400000,4248662
1748126520000,4306393
1748126640000,4267291
1748126760000,4200222
1748126880000,4261739
1748127000000,4294891
1748127120000,4265586
1748127240000,4288165
1748127360000,4275400
1748127480000,4221607
1748127600000,4260223
1748127720000,4254456
1748127840000,4279789
1748127960000,4316308
1748128080000,4322680
1748128200000,4297377
1748128320000,4346794
1748128440000,4042691
1748128560000,4239577
1748128680000,4148240
1748128800000,4182670
1748128920000,4147337
1748129040000,4122631
1748129280000,4099049
1748129400000,4158793
1748129520000,3206973
1748129640000,4187521
1748129760000,4281466
1748129880000,4282999
1748130000000,4344109
1748130120000,4317104
1748130240000,4333289
1748130360000,4341318
1748130480000,4345135
1748130600000,2946742
1748130720000,4291860
1748130840000,4292341
1748130960000,4337524
1748131080000,4318873
1748131200000,4263310
1748131320000,4281301
1748131440000,4317257
1748131560000,3275317
1748131680000,4343470
1748131800000,4365642
1748131920000,4264557
1748132040000,4328000
1748132160000,4313340
1748132280000,4334271
1748132400000,4304831
1748132520000,4334607
1748132640000,4319715
1748132760000,4325242
1748132880000,4324702
1748133000000,4323443
1748133120000,4351057
1748133240000,4375770
1748133360000,4356673
1748133480000,4390363
1748133600000,4316969
1748133720000,4286407
1748133840000,4402215
1748133960000,4355087
1748134080000,3366420
1748134200000,4417402
1748134320000,2946410
1748134440000,3866382
1748134560000,3851042
1748134680000,3951043
1748134800000,4360838
1748134920000,4346236
1748135040000,4183747
1748135160000,4333658
1748135280000,4072854
1748135400000,4111949
1748135520000,4154040
1748135640000,4167373
1748135760000,4242182
1748135880000,4304623
1748136000000,4209337
1748136120000,4298611
1748136240000,4148245
1748136360000,4365152
1748136480000,3201518
1748136600000,4313897
1748136720000,4321531
1748136840000,4317298
1748136960000,4355293
1748137080000,4330337
1748137200000,4342228
1748137320000,4361029
1748137440000,4196718
1748137560000,4347438
1748137680000,4264522
1748137800000,4255401
1748137920000,4297943
1748138040000,4232470
1748138160000,4154305
1748138280000,4239315
1748138400000,4267661
1748138520000,2849846
1748138640000,4338050
1748138760000,4295730
1748138880000,4334648
1748139000000,4345374
1748139120000,4316660
1748139240000,4354387
1748139360000,3309934
1748139480000,4276855
1748139600000,3300272
1748139720000,4187126
1748139840000,4354767
1748139960000,4290413
1748140080000,4308121
1748140200000,3333805
1748140320000,4302410
1748140440000,3387996
1748140560000,4277091
1748140680000,4178543
1748140800000,4248151
1748140920000,4340515
1748141040000,4218148
1748141160000,4330876
1748141280000,3341002
1748141400000,4269348
1748141520000,4340581
1748141640000,4328311
1748141760000,4267992
1748141880000,4308810
1748142000000,4287423
1748142120000,4297391
1748142240000,4277480
1748142360000,4361272
1748142480000,4355500
1748142600000,4210006
1748142720000,3335766
1748142840000,3316446
1748142960000,4248029
1748143080000,4164835
1748143200000,4147779
1748143320000,3321750
1748143440000,4298639
1748143560000,4283168
1748143680000,4307332
1748143800000,4210492
1748143920000,4285868
1748144040000,4349812
1748144160000,4326150
1748144280000,4347957
1748144400000,4240900
1748144520000,4299229
1748144640000,4310086
1748144760000,4273650
1748144880000,4304602
1748145000000,4348339
1748145120000,4235512
1748145240000,4303248
1748145360000,3381933
1748145480000,4285367
1748145600000,4227717
1748145720000,4253985
1748145840000,4248367
1748145960000,4240127
1748146080000,4285040
1748146200000,4305912
1748146320000,4292421
1748146440000,4261530
1748146560000,4219249
1748146680000,4174632
1748146800000,4208393
1748146920000,4028728
1748147040000,4154363
1748147160000,4149103
1748147280000,3134002
1748147400000,4050119
1748147520000,4405383
1748147640000,4458394
1748147760000,4352220
1748147880000,4438227
1748148000000,4443224
1748148120000,4378012
1748148240000,4510354
1748148360000,4345232
1748148480000,4416469
1748148600000,4370834
1748148720000,4345855
1748148840000,4398830
1748148960000,4241133
1748149080000,4272685
1748149200000,4234571
1748149320000,4207130
1748149440000,4349263
1748149560000,4295016
1748149680000,4276247
1748149800000,4364160
1748149920000,4404316
1748150040000,4462300
1748150160000,4313967
1748150280000,4392298
1748150400000,4327235
1748150520000,4283564
1748150640000,4320289
1748150760000,2762483
1748150880000,4011312
1748151000000,4203646
1748151120000,4481359
1748151240000,4195389
1748151360000,4309300
1748151480000,4323931
1748151600000,4295993
1748151720000,4307165
1748151840000,4290866
1748151960000,4337950
1748152080000,4304884
1748152200000,4433563
1748152320000,4477615
1748152440000,4434445
1748152560000,4219814
1748152680000,4256811
1748152800000,4336294
1748152920000,4300624
1748153040000,4270393
1748153160000,4254518
1748153280000,4220533
1748153400000,4398260
1748153520000,4303500
1748153640000,4212845
1748153760000,4241312
1748153880000,3335147
1748154000000,4284024
1748154120000,4200614
1748154240000,3312178
1748154360000,4157030
1748154480000,4172307
1748154600000,4241322
1748154720000,4210472
1748154840000,4169669
1748154960000,4209833
1748155080000,4265964
1748155200000,4160872
1748155320000,4226316
1748155440000,4154205
1748155560000,4125108
1748155680000,4238367
1748155800000,4182872
1748155920000,4260679
1748156040000,4260804
1748156160000,4072739
1748156280000,4129952
1748156400000,4196137
1748156520000,4092972
1748156640000,4179451
1748156760000,4074494
1748156880000,4166387
1748157000000,4242246
1748157120000,4214863
1748157240000,4247772
1748157360000,4127343
1748157480000,4133031
1748157600000,4090398
1748157720000,4065441
1748157840000,3926680
1748157960000,3988393
1748158080000,3921566
1748158200000,3959084
1748158320000,3852941
1748158440000,2635704
1748158560000,4010973
1748158680000,4033173
1748158800000,3970953
1748158920000,4050240
1748159040000,3967010
1748159160000,3926676
1748159280000,3957249
1748159400000,3886250
1748159520000,3892622
1748159640000,3864899
1748159760000,3702528
1748159880000,3767279
1748160000000,3710576
1748160120000,3751036
1748160240000,3689238
1748160360000,2696198
1748160480000,3700107
1748160600000,3690082
1748160720000,3685141
1748160840000,3664506
1748160960000,3659900
1748161080000,3667265
1748161200000,3575994
1748161320000,3642737
1748161440000,3592382
1748161560000,3557234
1748161680000,3549267
1748161800000,3580312
1748161920000,3585767
1748162040000,3495787
1748162160000,2628317
1748162280000,3642056
1748162400000,2687162
1748162520000,3578445
1748162640000,3452060
1748162760000,3420136
1748162880000,3488477
1748163000000,3433038
1748163120000,3422052
1748163240000,3454654
1748163360000,3447501
1748163480000,3461182
1748163600000,3499146
1748163720000,3392873
1748163840000,3398582
1748163960000,2407800
1748164080000,3417969
1748164200000,3455494
1748164320000,3324737
1748164440000,3314508
1748164560000,3342540
1748164680000,3324125
1748164800000,3269599
1748164920000,3288469
1748165040000,3297759
1748165160000,3288431
1748165280000,3255189
1748165400000,3305362
1748165520000,3296404
1748165640000,3299984
1748165760000,3286115
1748165880000,3249389
1748166000000,3243766
1748166120000,3320890
1748166240000,3331544
1748166360000,3337510
1748166480000,3400019
1748166600000,3433316
1748166720000,3376452
1748166840000,3440381
1748166960000,3327742
1748167080000,3377449
1748167200000,3363506
1748167320000,3304815
1748167440000,3262661
1748167560000,3211511
1748167680000,3226969
1748167800000,3147703
1748167920000,3126236
1748168040000,3092354
1748168160000,3115250
1748168280000,3160811
1748168400000,3095501
1748168520000,3057281
1748168640000,2317317
1748168760000,3142518
1748168880000,3117856
1748169000000,3122024
1748169120000,3170191
1748169240000,3170521
1748169360000,3231380
1748169480000,3135236
1748169600000,3233403
1748169720000,2381233
1748169840000,3191359
1748169960000,3167058
1748170080000,3179558
1748170200000,3206827
1748170320000,2372115
1748170440000,3124426
1748170560000,3243705
1748170680000,3175590
1748170800000,3171948
1748170920000,2394603
1748171040000,3150188
1748171160000,3200942
1748171280000,3134818
1748171400000,3249837
1748171520000,3396203
1748171640000,3183321
1748171760000,3188702
1748171880000,3124230
1748172000000,3179132
1748172120000,3191725
1748172240000,3151296
1748172360000,3111114
1748172480000,3169922
1748172600000,3975465
1748172720000,3113110
1748172840000,3743658
1748172960000,3774402
1748173080000,3872156
1748173200000,3809633
1748173320000,3956302
1748173440000,3845715
1748173560000,3905219
1748173680000,3855671
1748173800000,2510723
1748173920000,3929572
1748174040000,4207286
1748174160000,3865582
1748174280000,3038577
1748174400000,3931056
1748174520000,3868085
1748174640000,3928585
1748174760000,3912688
1748174880000,3826599
1748175000000,3842010
1748175120000,3948549
1748175240000,3955848
1748175360000,3868853
1748175480000,3890265
1748175600000,3865181
1748175720000,3857817
1748175840000,3898175
1748175960000,3900095
1748176080000,3868076
1748176200000,3896904
1748176320000,3083913
1748176440000,3786073
1748176680000,3847019
1748176800000,3854783
1748176920000,2512265
1748177040000,3857437
1748177160000,3800334
1748177280000,3799688
1748177400000,3777236
1748177520000,3944862
1748177640000,3863445
1748177760000,3853141
1748177880000,3848601
1748178000000,3752760
1748178120000,3828317
1748178240000,3774223
1748178360000,3804604
1748178480000,3783948
1748178600000,3819839
1748178720000,3955306
1748178840000,3902851
1748178960000,3960345
1748179080000,4087545
1748179200000,4039330
1748179320000,3898276
1748179440000,3935503
1748179560000,3906949
1748179680000,3896722
1748179800000,3967342
1748179920000,3946207
1748180040000,3875632
1748180160000,3915384
1748180280000,3946408
1748180400000,4017851
1748180520000,3945319
1748180640000,3864858
1748180760000,3892353
1748180880000,3906574
1748181000000,3067160
1748181120000,3891736
1748181240000,3890797
1748181360000,3851287
1748181480000,3891453
1748181600000,3945994
1748181720000,3991107
1748181840000,3899362
1748181960000,3041808
1748182080000,3893927
1748182200000,3100353
1748182320000,3056634
1748182440000,3897527
1748182560000,3916044
1748182680000,3916903
1748182800000,3909205
1748182920000,3931778
1748183040000,3866377
1748183160000,3872780
1748183280000,3851859
1748183400000,3878419
1748183520000,3859231
1748183640000,3867538
1748183760000,4181200
1748183880000,3830078
1748184000000,3804605
1748184120000,3910411
1748184240000,3996181
1748184360000,3855407
1748184480000,3912946
1748184600000,4188860
1748184720000,3914025
1748184840000,3986241
1748184960000,2522846
1748185080000,3883674
1748185200000,3831829
1748185320000,3950631
1748185440000,3955316
1748185560000,3973823
1748185680000,3858734
1748185800000,3999224
1748185920000,3859569
1748186040000,3147934
1748186160000,3870910
1748186280000,4190764
1748186400000,3187700
1748186520000,3910382
1748186640000,3938024
1748186760000,3930317
1748186880000,3923812
1748187000000,3913499
1748187120000,3859862
1748187240000,3944158
1748187360000,3955648
1748187480000,3985023
1748187600000,3946103
1748187720000,3939924
1748187840000,3970187
1748187960000,3952062
1748188080000,3895977
1748188200000,4028323
1748188320000,3904733
1748188440000,3901279
1748188560000,3940467
1748188680000,3988295
1748188800000,4005930
1748188920000,3979916
1748189040000,3994411
1748189160000,3989899
1748189280000,4005222
1748189400000,3936880
1748189520000,3912400
1748189640000,3936353
1748189760000,4021599
1748189880000,3988081
1748190000000,3984010
1748190120000,3932982
1748190240000,3965034
1748190360000,3215416
1748190480000,3965130
1748190600000,3995630
1748190720000,3981930
1748190840000,3964426
1748190960000,3918944
1748191080000,3955202
1748191200000,3935982
1748191320000,3900785
1748191440000,4160280
1748191560000,3986344
1748191680000,4025012
1748191800000,3984253
1748191920000,3847704
1748192040000,3823469
1748192160000,3161941
1748192280000,3902511
1748192400000,3952853
1748192520000,3961123
1748192640000,3967140
1748192760000,3963183
1748192880000,4022081
1748193000000,4038158
1748193120000,3951576
1748193240000,3973809
1748193360000,3881833
1748193480000,3977461
1748193600000,3959788
1748193840000,3879260
1748193960000,4143144
1748194080000,3966474
1748194200000,3985385
1748194320000,4055308
1748194440000,4103132
1748194560000,4127247
1748194680000,3287485
1748194800000,3174566
1748194920000,4115336
1748195040000,4079628
1748195160000,3259635
1748195280000,4070460
1748195400000,4042407
1748195520000,4171047
1748195640000,4139279
1748195760000,4047754
1748195880000,4075340
1748196000000,3985817
1748196120000,3981286
1748196240000,3956850
1748196360000,3978350
1748196480000,4059789
1748196600000,3977107
1748196720000,3890699
1748196840000,4002219
1748196960000,4429937
1748197080000,3212589
1748197200000,4075563
1748197320000,4035531
1748197440000,4078865
1748197560000,4038866
1748197680000,4003228
1748197800000,4162583
1748197920000,4110190
1748198040000,4052567
1748198160000,4059375
1748198280000,3226657
1748198400000,4255639
1748198520000,4075973
1748198640000,4052404
1748198760000,3102295
1748198880000,3993848
1748199000000,4083440
1748199120000,4068205
1748199240000,4064858
1748199360000,4082267
1748199480000,4019629
1748199600000,4067067
1748199720000,4094719
1748199840000,4063986
1748199960000,4102555
1748200080000,4083589
1748200200000,4065557
1748200320000,4008624
1748200440000,4095216
1748200560000,4034859
1748200680000,4068603
1748200800000,4048021
1748200920000,4079501
1748201040000,4073581
1748201160000,4193259
1748201280000,4091109
1748201400000,4095834
1748201520000,4072647
1748201640000,4052436
1748201760000,4113877
1748201880000,4085080
1748202000000,4073069
1748202120000,4042439
1748202240000,4110141
1748202360000,4055168
1748202480000,4089434
1748202600000,4083776
1748202720000,4068627
1748202840000,4106991
1748202960000,4062506
1748203080000,4065230
1748203200000,4073257
1748203320000,4051861
1748203440000,4081677
1748203560000,3161843
1748203680000,4062962
1748203800000,4092727
1748203920000,4110448
1748204040000,4056415
1748204160000,4112699
1748204280000,4035657
1748204400000,4000368
1748204520000,3249396
1748204640000,4072259
1748204760000,4084505
1748204880000,4024677
1748205000000,4137315
1748205120000,2639740
1748205240000,4028858
1748205360000,4042895
1748205480000,4048312
1748205600000,2760843
1748205720000,4008461
1748205840000,4047884
1748205960000,4076181
1748206080000,2329803
1748206200000,4111320
1748206320000,4085454
1748206440000,4062181
1748206560000,4032575
1748206680000,4050728
1748206800000,4081981
1748206920000,4113804
1748207040000,4080004
1748207160000,4102792
1748207280000,3965661
1748207400000,4049462
1748207520000,4175334
1748207640000,4255300
1748207760000,4053641
1748207880000,4111793
1748208000000,4048444
1748208120000,4067805
1748208240000,4029092
1748208360000,4087565
1748208480000,4066841
1748208600000,4074821
1748208720000,4196588
1748208840000,4117311
1748208960000,4059046
1748209080000,4027945
1748209200000,4018273
1748209320000,4059274
1748209440000,3990466
1748209560000,4057078
1748209680000,4006133
1748209800000,4005268
1748209920000,4009740
1748210040000,4056851
1748210160000,4046661
1748210280000,4062009
1748210400000,4070089
1748210520000,4049498
1748210640000,4022974
1748210760000,4102582
1748210880000,3981043
1748211000000,4047230
1748211120000,4015065
1748211240000,4030293
1748211360000,4010513
1748211480000,3953562
1748211600000,4044437
1748211720000,3895483
1748211840000,3977347
1748211960000,3892907
1748212080000,3814441
1748212200000,3829826
1748212320000,3793593
1748212440000,3106399
1748212560000,3780214
1748212680000,3852831
1748212800000,3115247
1748212920000,3946687
1748213040000,3974381
1748213160000,4025844
1748213280000,4036133
1748213400000,4062318
1748213520000,4096986
1748213640000,4104571
1748213760000,4035525
1748213880000,4055294
1748214000000,4014029
1748214120000,4076090
1748214240000,3963270
1748214360000,4016427
1748214480000,3891495
1748214600000,3937806
1748214720000,3889604
1748214840000,3944221
1748214960000,3933944
1748215080000,4036566
1748215200000,3986231
1748215320000,4012972
1748215440000,4057592
1748215560000,4082207
1748215680000,3066876
1748215800000,4018321
1748215920000,3150609
1748216040000,3998592
1748216160000,3975333
1748216280000,3975304
1748216400000,4031557
1748216520000,4024861
1748216640000,4061255
1748216760000,3992988
1748216880000,4031286
1748217000000,4018340
1748217120000,4061487
1748217240000,4104437
1748217360000,4100849
1748217480000,4053870
1748217600000,4095420
1748217720000,4102498
1748217840000,3997449
1748217960000,3169812
1748218080000,4022964
1748218200000,4115408
1748218320000,4079782
1748218440000,3292012
1748218560000,4015086
1748218680000,4049977
1748218800000,4014329
1748218920000,3256917
1748219040000,4056640
1748219160000,4076266
1748219280000,3105349
1748219400000,4025012
1748219520000,4003392
1748219640000,4008087
1748219760000,4042697
1748219880000,4066857
1748220000000,3119478
1748220120000,4026212
1748220240000,4068126
1748220360000,3979427
1748220480000,4054550
1748220600000,4000072
1748220720000,4116191
1748220840000,4054934
1748220960000,4091037
1748221080000,4058524
1748221200000,2678006
1748221320000,4037277
1748221440000,3992988
1748221560000,4031311
1748221680000,3996095
1748221800000,3264824
1748221920000,4015793
1748222040000,3985810
1748222160000,3992591
1748222280000,4039935
1748222400000,3984818
1748222520000,4100670
1748222640000,4018246
1748222760000,3108483
1748222880000,4026412
1748223000000,3970587
1748223120000,3257631
1748223240000,4027892
1748223360000,3112590
1748223480000,4057576
1748223600000,4054975
1748223720000,4000069
1748223840000,4052677
1748223960000,3952814
1748224080000,4075864
1748224200000,4023595
1748224320000,4062597
1748224440000,4024906
1748224560000,3101805
1748224680000,4031361
1748224800000,4004420
1748224920000,4064867
1748225040000,4037498
1748225160000,4054353
1748225280000,4032786
1748225400000,4012120
1748225520000,4009270
1748225640000,4037151
1748225760000,4025051
1748225880000,4007093
1748226000000,3960066
1748226240000,3958026
1748226360000,3947849
1748226480000,4041723
1748226600000,4062683
1748226720000,4115359
1748226840000,3994737
1748226960000,4033224
1748227080000,3980764
1748227200000,4015667
1748227320000,3868300
1748227440000,4125622
1748227560000,4149625
1748227680000,4069628
1748227800000,4130324
1748227920000,4167269
1748228040000,4187841
1748228160000,4120214
1748228280000,4102384
1748228400000,4143331
1748228520000,4227509
1748228640000,3238796
1748228760000,3305499
1748228880000,4238518
1748229000000,4239899
1748229120000,4128754
1748229240000,4208485
1748229360000,4163636
1748229480000,3259820
1748229600000,4204500
1748229720000,4157746
1748229840000,4213344
1748229960000,4130093
1748230080000,3200718
1748230200000,4122951
1748230320000,4047144
1748230440000,4076852
1748230560000,4021548
1748230680000,4028298
1748230800000,2810498
1748230920000,4024449
1748231040000,4215492
1748231160000,4239865
1748231280000,3277106
1748231400000,4208523
1748231520000,4260216
1748231640000,4217993
1748231760000,4246919
1748231880000,4271490
1748232000000,3315634
1748232120000,4250952
1748232240000,4167442
1748232360000,4132862
1748232480000,4129602
1748232600000,4096578
1748232720000,4100000
1748232840000,4144340
1748232960000,4104975
1748233080000,4055343
1748233200000,4178053
1748233320000,4218500
1748233440000,4198756
1748233560000,4149730
1748233680000,4141333
1748233800000,4170754
1748233920000,4221481
1748234040000,4211671
1748234160000,4131210
1748234280000,4116597
1748234400000,4213135
1748234520000,4149104
1748234640000,4229286
1748234760000,4201961
1748234880000,4182668
1748235000000,4142502
1748235120000,4126631
1748235240000,4199403
1748235360000,4157073
1748235480000,4165584
1748235600000,4140693
1748235720000,4115801
1748235840000,4132353
1748235960000,4150508
1748236080000,4037294
1748236200000,4205306
1748236320000,4074350
1748236440000,4146301
1748236560000,4093866
1748236680000,3186002
1748236800000,4128546
1748236920000,4173568
1748237040000,4163941
1748237160000,2806591
1748237280000,4132637
1748237400000,4167281
1748237520000,4139494
1748237640000,4133759
1748237760000,4160349
1748237880000,4046778
1748238000000,4051832
1748238120000,4040225
1748238240000,4120996
1748238360000,4133288
1748238480000,4068763
1748238600000,4109352
1748238720000,4082640
1748238840000,4116742
1748238960000,4123268
1748239080000,4071579
1748239200000,3068943
1748239320000,4037407
1748239440000,4055561
1748239560000,4105774
1748239680000,4091451
1748239800000,4117277
1748239920000,4128380
1748240040000,4144592
1748240160000,4129010
1748240280000,4082002
1748240400000,4058083
1748240520000,4059847
1748240640000,2726902
1748240760000,4073477
1748240880000,3174190
1748241000000,4036423
1748241120000,4151026
1748241240000,4033043
1748241360000,4097046
1748241480000,4016377
1748241600000,4069300
1748241720000,4052906
1748241840000,3206797
1748241960000,4112250
1748242080000,4102749
1748242200000,4051346
1748242320000,2750865
1748242440000,4089443
1748242560000,4032690
1748242680000,4119597
1748242800000,4064601
1748242920000,4046144
1748243040000,4041277
1748243160000,3987520
1748243280000,4051377
1748243400000,4043758
1748243520000,3962405
1748243640000,2998877
1748243760000,3961102
1748243880000,3955136
1748244000000,3022806
1748244120000,3901595
1748244240000,3891490
1748244360000,3019846
1748244480000,3941715
1748244600000,4025891
1748244720000,3986732
1748244840000,3985195
1748244960000,4038583
1748245080000,4047769
1748245320000,4005805
1748245440000,4074941
1748245560000,4068032
1748245680000,4059269
1748245800000,2996752
1748245920000,4049362
1748246040000,4025990
1748246160000,4084204
1748246280000,4011806
1748246400000,4015930
1748246520000,4075536
1748246640000,4096754
1748246760000,4032161
1748246880000,4019712
1748247000000,4023634
1748247120000,4047357
1748247240000,4108720
1748247360000,4107610
1748247480000,4097215
1748247600000,4155459
1748247720000,2782221
1748247840000,4123946
1748247960000,4135905
1748248080000,4076757
1748248200000,4031764
1748248320000,3983332
1748248440000,3995467
1748248560000,3985827
1748248680000,3965761
1748248800000,3139628
1748248920000,3983295
1748249040000,3939459
1748249160000,4020766
1748249280000,4050510
1748249400000,4104105
1748249520000,3212171
1748249640000,3197616
1748249760000,3982288
1748249880000,4029497
1748250000000,3973386
1748250120000,3957369
1748250240000,3925674
1748250360000,3944386
1748250480000,3869272
1748250600000,3970248
1748250720000,2587282
1748250840000,3986123
1748250960000,3150484
1748251080000,3948783
1748251200000,3939054
1748251320000,3949948
1748251440000,3954800
1748251560000,3898311
1748251680000,3949172
1748251800000,3953566
1748251920000,3971057
1748252040000,3941193
1748252160000,3900466
1748252280000,3929923
1748252400000,3970269
1748252520000,3097278
1748252640000,3951506
1748252760000,3947617
1748252880000,3921058
1748253000000,3963704
1748253120000,3961816
1748253240000,2590755
1748253360000,3952526
1748253480000,3989570
1748253600000,3904541
1748253720000,3918147
1748253840000,3773442
1748253960000,3929734
1748254080000,3925567
1748254200000,3914669
1748254320000,3081918
1748254440000,3891342
1748254560000,3149245
1748254680000,3888211
1748254800000,3900253
1748254920000,3942485
1748255040000,3868027
1748255160000,3882487
1748255280000,2933556
1748255400000,3867545
1748255520000,3045233
1748255640000,3808517
1748255760000,3841438
1748255880000,3806308
1748256000000,3020394
1748256120000,3815611
1748256240000,3827009
1748256360000,3791203
1748256480000,3786411
1748256600000,3769835
1748256720000,3828909
1748256840000,3834741
1748256960000,3072168
1748257080000,3832131
1748257200000,2877000
1748257320000,3848910
1748257440000,3956765
1748257560000,4013763
1748257680000,4053609
1748257800000,4042698
1748257920000,3966879
1748258040000,3974934
1748258160000,3118607
1748258280000,3916487
1748258400000,3996749
1748258520000,3882355
1748258640000,3958916
1748258760000,3974892
1748258880000,3870098
1748259000000,3923433
1748259120000,3876724
1748259240000,3881654
1748259360000,3104272
1748259480000,3966401
1748259600000,3966952
1748259720000,3968445
1748259840000,3837536
1748259960000,3912254
1748260080000,3929037
1748260200000,3042386
1748260320000,3948258
1748260440000,3945591
1748260560000,3947054
1748260680000,3930660
1748260800000,3920965
1748260920000,4019765
1748261040000,3919609
1748261160000,3853692
1748261280000,3965252
1748261400000,3869256
1748261520000,3883967
1748261640000,3898962
1748261760000,3930220
1748261880000,3973844
1748262000000,3920483
1748262120000,3989044
1748262240000,4000311
1748262360000,3884460
1748262480000,3122988
1748262600000,3931236
1748262720000,3907788
1748262840000,3041661
1748262960000,3877966
1748263080000,3857243
1748263200000,3894487
1748263320000,3953661
1748263440000,3869646
1748263560000,3875956
1748263680000,3854082
1748263800000,3798620
1748263920000,3871132
1748264040000,3809641
1748264160000,3864782
1748264280000,3902401
1748264400000,3803059
1748264520000,3872393
1748264640000,3728789
1748264760000,3782500
1748264880000,3821151
1748265000000,3783012
1748265120000,3829728
1748265240000,3750812
1748265360000,3789051
1748265480000,3695411
1748265600000,3762357
1748265720000,3830473
1748265840000,3722917
1748265960000,3758529
1748266080000,3714569
1748266200000,3715152
1748266320000,3780765
1748266440000,3745363
1748266560000,3769652
1748266680000,3924414
1748266800000,3880120
1748266920000,3931427
1748267040000,3881110
1748267160000,3876566
1748267280000,3855953
1748267400000,2539471
1748267520000,3865819
1748267640000,3867607
1748267760000,3822870
1748267880000,3869177
1748268000000,3911912
1748268120000,3843868
1748268240000,3853041
1748268360000,3877747
1748268480000,3676270
1748268600000,3659009
1748268720000,3633324
1748268840000,3577907
1748268960000,3701920
1748269080000,3724809
1748269200000,3620449
1748269320000,3636045
1748269440000,3664363
1748269560000,3686873
1748269680000,3620668
1748269800000,3666764
1748269920000,3683981
1748270040000,3584901
1748270160000,3604829
1748270280000,3664141
1748270400000,3625186
1748270520000,3689231
1748270640000,3671908
1748270760000,3824329
1748270880000,3775232
1748271000000,3719993
1748271120000,3705518
1748271240000,3724470
1748271360000,3750784
1748271480000,3736271
1748271600000,3679446
1748271720000,3714050
1748271840000,3049206
1748271960000,3711139
1748272080000,3946690
1748272200000,3003975
1748272320000,3774083
1748272440000,3714192
1748272560000,3759319
1748272680000,3706687
1748272800000,3732744
1748272920000,3787922
1748273040000,3790816
1748273160000,3683373
1748273280000,3782850
